"forecast.date","ensembles","tmp2m","dlwrfsfc","dswrfsfc","pratesfc","rh2m","vgrd10m","ugrd10m","pressfc","tcdcclm"
"2020-09-29 18:00:00",1,297.81723,9.999e+20,9.999e+20,46291666666666664,54.758453,4.1988063,1.0081103,96996.12,9.999e+20
"2020-09-30 00:00:00",1,290.99783,392,149,1.85185185185185e-05,96.54188,1.395537,-1.3944018,96971.875,94
"2020-09-30 06:00:00",1,290.5182,400,0,0.000185185185185185,99.1031,1.1647022,-2.3508227,96333.67,100
"2020-09-30 12:00:00",1,290.76218,404,1,0.00161111111111111,94.81016,3.6888428,5.17093,95783.21,100
"2020-09-30 18:00:00",1,288.87955,360,138,9.72222268518518e-05,72.57231,0.23128417,6.1844044,96250.24,84
"2020-10-01 00:00:00",1,284.69946,298,254,0,77.31689,1.8275317,0.9699487,96737.7,4
"2020-10-01 06:00:00",1,282.56604,285.53992,0,0,82.80921,2.4658446,0.6960644,96823.37,1
"2020-10-01 12:00:00",1,283.9627,285,13,0,82.94372,2.32114,1.106394,96973.58,8
"2020-10-01 18:00:00",1,292.05954,300,546,0,46.917824,1.7928662,3.7265673,97046.375,15
"2020-10-02 00:00:00",1,284.50125,303,249,0,78.26313,-0.62863034,1.212832,97208.61,14
"2020-10-02 06:00:00",1,281.34827,285,0,0,90.678345,0.26692137,0.71631104,97282.21,2
"2020-10-02 12:00:00",1,284.11923,298.03577,9,0,74.82401,0.47768065,0.57943356,97303.91,68
"2020-10-02 18:00:00",1,285.87006,343.46008,306,8.3333337962963e-05,84.23851,0.9931714,2.4893384,97315.81,100
"2020-10-03 00:00:00",1,281.55273,290.67462,228,2.31481481481481e-05,87.16028,-0.7924707,1.2035912,97448.02,19
"2020-10-03 06:00:00",1,278.74866,270.32538,0,0,98.11415,-1.3465283,1.2473145,97586.04,1
"2020-10-03 12:00:00",1,278.59692,273,11,0,93.58047,-1.3479614,1.1263745,97824.625,84
"2020-10-03 18:00:00",1,288.446,288,490,0,46.889446,-0.75458497,1.6272045,97767.91,100
"2020-10-04 00:00:00",1,280.09067,305,166,0,81.539566,-1.2248363,0.4231543,97921.484,61
"2020-10-04 06:00:00",1,276.77377,266,0,0,94.582825,-0.8547534,0.82208985,98030.766,17
