"forecast.date","ensembles","tmp2m","dlwrfsfc","dswrfsfc","pratesfc","rh2m","vgrd10m","ugrd10m","spfh2m","pressfc","tcdcclm"
"2020-06-16 12:00:00",1,291.5,9.999e+20,9.999e+20,9.999e+20,83.4,1.78,-5.2799997,0.011589999,95142.39,9.999e+20
"2020-06-16 18:00:00",1,301.7,355,593,0,50.8,12.46,-2.54,0.01322,94769.84,37
"2020-06-17 00:00:00",1,303,387,741,0,49.3,12.62,-2.27,0.013839999,94535.89,11
"2020-06-17 06:00:00",1,299.30002,377,61,0,49.4,14.23,-0.95,0.01114,94475.12,1
"2020-06-17 12:00:00",1,296.7,382,6,0,58.100002,11.4,-0.16,0.011179999,94435.15,67
"2020-06-17 18:00:00",1,301.9,371,593,0,52.8,9.889999,-0.19999999,0.013929999,94413.18,3
"2020-06-18 00:00:00",1,303.1,403,725,6.4e-05,58.8,3.75,3.1899998,0.01661,94291.33,14
"2020-06-18 06:00:00",1,290.7,368,51,3.7e-05,74.9,-2.4099998,5.49,0.00988,94772.66,34
"2020-06-18 12:00:00",1,288.5,359,5,2.3e-05,81.9,-0.59,5.1,0.00937,94871.2,99
"2020-06-18 18:00:00",1,295.7,325,602,0,49.100002,-0.25,8.29,0.00885,94977.46,12
"2020-06-19 00:00:00",1,291.2,352,564,0,50.9,-3.5,9.32,0.00695,95206.875,46
"2020-06-19 06:00:00",1,283.7,290,63,0,69.4,0.53999996,3.8999999,0.00579,95461.58,0
"2020-06-19 12:00:00",1,283.6,275,12,0,66.5,3.1699998,5.69,0.0055299997,95411.414,0
"2020-06-19 18:00:00",1,291.6,288,620,0,43,-1.25,9.33,0.00599,95541.086,0
"2020-06-20 00:00:00",1,294,307,770,0,38.3,-1.27,5.47,0.0061999997,95436.875,1
"2020-06-20 06:00:00",1,283.1,298,65,0,75.1,-0.84,-1.31,0.0060099997,95490.54,11
"2020-06-20 12:00:00",1,285.30002,303,8,0,63.600002,-1.77,-3.08,0.00587,95462.35,96
"2020-06-20 18:00:00",1,293.30002,325,423,0,46.9,-2.1299999,-4.5099998,0.00726,95458.23,98
"2020-06-21 00:00:00",1,294.2,337,664,0,47.8,0.03,-2.25,0.00782,95339.24,91
"2020-06-21 06:00:00",1,282.7,311,61,0,87.1,1.02,-0.06,0.00682,95360.65,36
"2020-06-21 12:00:00",1,284.4,293,11,2e-06,88.700005,-1.52,-1,0.0077199996,95389.22,4
"2020-06-21 18:00:00",1,293.30002,312,607,4.7e-05,51.2,-1.23,-1.02,0.00796,95402.93,1
"2020-06-22 00:00:00",1,294.5,335,743,4.2e-05,50,-2.08,-1.31,0.00837,95234.26,5
"2020-06-22 06:00:00",1,285.80002,317,62,0,88.200005,2.58,-2.3,0.00847,95301.14,1
"2020-06-22 12:00:00",1,285.5,303,11,0,87.4,2.34,-2.08,0.00827,95220.21,0
"2020-06-22 18:00:00",1,296.1,322,607,0,54.5,3.32,-4,0.01011,95102.66,1
"2020-06-23 00:00:00",1,298.5,359,743,0,53.100002,3.06,-3.34,0.01136,94881.45,25
"2020-06-23 06:00:00",1,289.5,357,61,4.2e-05,89,4.2599998,-4.23,0.01088,94864.59,40
"2020-06-23 12:00:00",1,289.5,347,4,6.9e-05,86,1.55,1.87,0.010559999,94765,78
"2020-06-23 18:00:00",1,297.5,369,413,0,55.5,-7.96,3.06,0.01121,94949.23,71
"2020-06-24 00:00:00",1,296.5,338,748,0,40.100002,-6,1.17,0.00762,94984.48,37
"2020-06-24 06:00:00",1,289,332,64,0,53.5,-3.08,0.59999996,0.00635,95097.195,45
"2020-06-24 12:00:00",1,285.80002,333,2,8.7e-05,81.9,-0.19999999,3.4299998,0.00787,95193.37,77
"2020-06-24 18:00:00",1,295.6,348,483,9e-06,43.7,-3.61,5.42,0.00781,95184.68,82
"2020-06-25 00:00:00",1,292.6,351,510,0.000114,60.5,-3.06,4.52,0.008979999,95189.75,63
"2020-06-25 06:00:00",1,286.1,309,63,1.3e-05,74.9,-1.3299999,3.46,0.00732,95351.555,2
"2020-06-25 12:00:00",1,285.4,298,11,0,85.3,-1.3199999,3.57,0.00794,95436.586,1
"2020-06-25 18:00:00",1,296.80002,319,609,0,46.2,-1.13,3.22,0.00887,95417.99,0
"2020-06-26 00:00:00",1,298.9,347,757,0,39.7,2.9399998,2.24,0.00869,95201.99,1
"2020-06-26 06:00:00",1,289.7,327,64,0,61.8,4.65,0.78999996,0.0076499996,95137.11,9
"2020-06-26 12:00:00",1,288.6,314,10,0,69.3,4.61,0.049999997,0.00803,94929.95,17
"2020-06-26 18:00:00",1,298.5,351,539,2.1e-05,63.9,6.1299996,0.29999998,0.01373,94753.15,66
"2020-06-27 00:00:00",1,296.1,397,584,0.000583,82.700005,3.6899998,2.57,0.01533,94649.46,88
"2020-06-27 06:00:00",1,289.6,382,7,0.000143,92.9,-0.63,-1,0.0115,94616.99,94
"2020-06-27 12:00:00",1,290,353,5,1.5e-05,93.8,-5.6099997,-1.5799999,0.011849999,94821.555,91
"2020-06-27 18:00:00",1,295.80002,343,549,3e-06,47.8,-7.94,-1.65,0.00866,95191.67,73
"2020-06-28 00:00:00",1,295.5,329,751,0,45.4,-5.24,-1.64,0.00808,95374.37,27
"2020-06-28 06:00:00",1,286,316,64,0,80.4,-1.56,-0.21,0.0077899997,95620.375,3
"2020-06-28 12:00:00",1,287.80002,309,11,0,71.5,-0.66999996,2.3899999,0.00776,95688.55,2
"2020-06-28 18:00:00",1,297.7,328,600,0,40.2,1.2099999,2,0.00815,95691.36,0
"2020-06-29 00:00:00",1,300.1,358,749,0,43.4,3.05,1.99,0.010199999,95439.99,2
"2020-06-29 06:00:00",1,292,347,62,0,71.6,5.2,1,0.010249999,95387.11,0
"2020-06-29 12:00:00",1,291.1,333,11,0,78,4.85,2.78,0.010559999,95237.77,1
"2020-06-29 18:00:00",1,304.4,349,602,0,39.600002,5.1099997,3.1799998,0.01196,95103.96,0
"2020-06-30 00:00:00",1,305.4,385,752,0,41,5.41,1.14,0.01315,94913.98,0
"2020-06-30 06:00:00",1,296.5,364,63,0,59.7,5.81,0.87,0.01136,94820.56,6
"2020-06-30 12:00:00",1,294.2,349,10,0,70.5,4.37,2.46,0.01158,94703.73,30
"2020-06-30 18:00:00",1,307.1,381,485,0,37.100002,1.63,3.72,0.0131399995,94701.555,70
"2020-07-01 00:00:00",1,306.1,411,734,0,36,-8.349999,3.9599998,0.01205,94858.96,15
"2020-07-01 06:00:00",1,292.38,347,62,6e-06,45.7,-4.3199997,2.51,0.0067,95274.836,1
"2020-07-01 12:00:00",1,288.9,307,10,0,62.100002,-3.85,3.04,0.00727,95462.39,10
"2020-07-01 18:00:00",1,298.5,321,605,0,39.4,-6.5099998,4.2599998,0.00839,95538.4,1
"2020-07-02 00:00:00",1,299.2,345,762,0,39.5,-6.15,2.3899999,0.00876,95538.09,5
"2020-07-02 06:00:00",1,289.4,330,64,0,69.9,-2.57,-0.78999996,0.00842,95696.62,5
"2020-07-02 12:00:00",1,288,315,10,0,81.700005,1.11,-1.68,0.009,95739.875,35
"2020-06-16 12:00:00",2,291.30002,9.999e+20,9.999e+20,9.999e+20,81.200005,1.9,-5.21,0.01108,95141.83,9.999e+20
"2020-06-16 18:00:00",2,301.80002,351,600,0,48.2,12.62,-2.5,0.01263,94759.68,24
"2020-06-17 00:00:00",2,302.80002,385,742,0,49.5,12.639999,-2.52,0.01378,94534.15,10
"2020-06-17 06:00:00",2,299.30002,376,61,0,49.600002,14.28,-1.05,0.011179999,94479.19,1
"2020-06-17 12:00:00",2,296.4,382,8,0,59.2,11.58,-0.19999999,0.01127,94445.57,64
"2020-06-17 18:00:00",2,302,371,593,0,51.9,9.639999,1,0.013739999,94435.49,2
"2020-06-18 00:00:00",2,303.1,412,661,0,51.600002,0.88,5,0.01464,94357.79,23
"2020-06-18 06:00:00",2,290.4,361,60,6.2e-05,71.6,-1.9799999,4.1,0.00931,94810.375,5
"2020-06-18 12:00:00",2,287.5,353,10,3.2e-05,79.8,-0.84,3.9399998,0.008599999,95052.555,97
"2020-06-18 18:00:00",2,295,313,612,0,48.2,-1.65,7.56,0.00832,95154.86,4
"2020-06-19 00:00:00",2,294.30002,330,755,0,47.100002,-3.3899999,7.1299996,0.00776,95202.336,3
"2020-06-19 06:00:00",2,284.30002,301,60,0,68.5,-1.66,2.73,0.0059499997,95519.5,2
"2020-06-19 12:00:00",2,284.5,273,12,0,63.5,3.9299998,4.22,0.00557,95424.266,0
"2020-06-19 18:00:00",2,293.7,293,624,0,39,-1.48,9.22,0.00621,95487.87,1
"2020-06-20 00:00:00",2,294.80002,314,765,0,40,-2.4099998,4.0499997,0.00679,95407.516,2
"2020-06-20 06:00:00",2,288.2,358,32,1e-06,59,1.75,-2.82,0.00661,95457.89,76
"2020-06-20 12:00:00",2,285.4,352,4,7.4999996e-05,88.200005,-1.02,-2.52,0.00823,95425.266,89
"2020-06-20 18:00:00",2,293.2,326,572,0,52.100002,-3.9099998,0.38,0.00803,95407.93,30
"2020-06-21 00:00:00",2,292,347,589,0,48.4,-4.56,0.89,0.00691,95393.13,53
"2020-06-21 06:00:00",2,283.2,301,61,0,82.4,-3.4499998,0.34,0.0066299997,95535.33,6
"2020-06-21 12:00:00",2,282.30002,282,11,0,87.6,-2.51,2.19,0.0066199997,95667.555,1
"2020-06-21 18:00:00",2,291.1,309,559,9e-06,55.4,-4.65,1.89,0.00745,95662.664,19
"2020-06-22 00:00:00",2,292.7,347,585,1.1e-05,48.3,-4.22,0.37,0.0072,95572.68,50
"2020-06-22 06:00:00",2,282.1,302,62,0,82.5,0.42999998,-0.87,0.00612,95622.36,2
"2020-06-22 12:00:00",2,284.80002,286,12,0,79.3,1.79,1.11,0.00709,95667.43,0
"2020-06-22 18:00:00",2,294.80002,305,618,0,40.8,1.9599999,-1.88,0.0069199996,95494.9,0
"2020-06-23 00:00:00",2,296.6,329,764,0,42.9,3.57,-0.65999997,0.00816,95272.414,2
"2020-06-23 06:00:00",2,287.6,314,65,0,70,5.43,-1.03,0.00758,95097.305,4
"2020-06-23 12:00:00",2,287.80002,308,9,0,69.6,6.62,1.8399999,0.0076499996,94912.2,36
"2020-06-23 18:00:00",2,295,354,418,3.9e-05,71.9,6.8999996,1.7099999,0.01248,94736.805,83
"2020-06-24 00:00:00",2,296.1,375,442,0.000252,61.4,-4.36,6.3199997,0.01143,94669.43,91
"2020-06-24 06:00:00",2,286.5,306,63,0,63.3,-1.03,5.22,0.0063799997,94879.09,6
"2020-06-24 12:00:00",2,286.1,296,11,0,64.200005,2.86,5.5699997,0.0063,94762.62,0
"2020-06-24 18:00:00",2,296.80002,326,561,0,38.100002,1.67,7.73,0.00738,94738.336,11
"2020-06-25 00:00:00",2,294.80002,374,378,0,49.100002,1.8299999,4.37,0.00845,94659.25,75
"2020-06-25 06:00:00",2,286,321,48,1.7e-05,84.9,3.82,1.9699999,0.00832,94729.14,19
"2020-06-25 12:00:00",2,285.9,315,10,1e-06,94,-1.25,0.21,0.009099999,94719.734,18
"2020-06-25 18:00:00",2,294.9,331,572,1.4e-05,52.7,-3.46,-1.7199999,0.00908,94958.59,13
"2020-06-26 00:00:00",2,296.2,361,655,1.1e-05,48.600002,-6.0899997,0.29,0.009,95107.9,29
"2020-06-26 06:00:00",2,287.4,326,63,0,81.1,-2.1,0.58,0.00859,95432.805,2
