"forecast.date","ensembles","tmp2m","dlwrfsfc","dswrfsfc","pratesfc","rh2m","vgrd10m","ugrd10m","pressfc","tcdcclm"
"2020-10-19 00:00:00",1,268.36417,9.999e+20,9.999e+20,46291666666666664,68.935234,0.7613733,3.8835227,95608.5,9.999e+20
"2020-10-19 06:00:00",1,265.6585,223,0,0,81.33858,0.17552124,2.3464818,95597.93,96
"2020-10-19 12:00:00",1,264.75327,226,0,0,81.893364,-0.7713183,1.392207,95510.5,97
"2020-10-19 18:00:00",1,272.9079,202,270,0,36.558315,-1.0429273,-0.27553222,95610.43,32
"2020-10-20 00:00:00",1,268.74176,208,343,0,55.990204,1.7758179,-1.5992455,95482.14,26
"2020-10-20 06:00:00",1,267.1323,203,0,0,69.58128,1.6217822,-2.8259594,95333.29,28
"2020-10-20 12:00:00",1,270.8281,262,0,2.31481481481481e-05,95.68691,2.9676464,-5.653193,94947.19,100
"2020-10-20 18:00:00",1,273.81067,306,80,0.000268518518518519,99.41839,3.401936,-4.7912207,94613.79,100
"2020-10-21 00:00:00",1,272.64062,318,29,0.000265740740740741,95.165665,-5.9192796,5.465969,94781.74,100
"2020-10-21 06:00:00",1,271.68262,297,0,0,85.20333,-1.6837426,5.387661,95027.24,98
"2020-10-21 12:00:00",1,265.69055,212,0,0,92.684105,-0.95679927,3.3573096,95187.18,27
"2020-10-21 18:00:00",1,271.2,242,190,0,81.44134,0.3171777,0.56203365,95271.02,92
"2020-10-22 00:00:00",1,269.8922,274,243,4.62962962962963e-06,93.91803,-0.8940405,-2.7160962,95268.03,99
"2020-10-22 06:00:00",1,268.16312,256,0,0,94.200005,-1.8991113,-4.9454684,95256.52,95
"2020-10-22 12:00:00",1,269.4015,280,0,0.00012962962962963,95.93621,-4.560183,-7.0715795,95063.08,100
"2020-10-22 18:00:00",1,270.96417,297,110,0.000486111111111111,97.0189,-8.122637,-6.279509,94929.11,100
"2020-10-23 00:00:00",1,270.0516,297,136,0.000532407407407407,96.01402,-9.609531,-1.8491015,95322.6,100
"2020-10-23 06:00:00",1,268.87347,279,0,0.000102777777777778,95.01463,-7.300498,0.3020825,95674.664,96
"2020-10-23 12:00:00",1,266.03903,266,0,2.31481481481481e-05,92.59539,-4.38916,2.7666063,96051.34,99
"2020-10-23 18:00:00",1,266.5825,212,250,0,89.62814,-3.2818944,3.362678,96252.71,53
"2020-10-24 00:00:00",1,263.454,197,333,0,92.39762,-0.58852535,3.269431,96262.46,7
"2020-10-24 06:00:00",1,260.4621,188,0,0,91.90271,-0.6788379,3.5820677,96419.164,0
"2020-10-24 12:00:00",1,258.71652,187,0,0,89.26749,-0.5161621,2.6655345,96461.53,60
"2020-10-24 18:00:00",1,263.77158,183,260,0,90.33436,-0.65666014,2.14604,96441.2,26
"2020-10-25 00:00:00",1,262.16235,207.1263,301,0,91.82685,-1.0350366,1.491372,96194.77,82
"2020-10-25 06:00:00",1,260.90518,218,0,0,89.7528,-0.45585936,2.299082,96176.27,100
"2020-10-25 12:00:00",1,262.4391,239.8103,0,0,92.599075,-0.10455078,2.766638,96036.19,100
"2020-10-25 18:00:00",1,265.0811,235,200,0,93.19974,-0.46754637,3.7492688,95953.5,100
"2020-10-26 00:00:00",1,261.34897,190,320,0,95.20313,0.6451147,3.2886107,95786.93,31
"2020-10-26 06:00:00",1,258.59186,180.10312,0,0,93.501564,0.92956054,3.445498,95806.664,0
"2020-10-26 12:00:00",1,259.4956,201,0,0,93.17923,0.75302,2.7884228,95738.17,81
"2020-10-26 18:00:00",1,264.12537,227,190,0,93.27191,0.7754321,2.8161352,95817,100
"2020-10-27 00:00:00",1,260.73395,211,269,0,95.16183,-0.5289429,2.2788012,95729.6,87
"2020-10-27 06:00:00",1,258.14786,179.40747,0,0,92.77198,-0.1894458,2.3615918,95730.17,4
"2020-10-27 12:00:00",1,257.29526,177,0,0,90.3,-1.1352783,1.6030493,95769.805,0
"2020-10-27 18:00:00",1,263.46768,178,250,0,86.91229,-0.9656372,0.62108153,96045.65,0
"2020-10-28 00:00:00",1,259.33942,181,322,0,92.9621,-0.6209936,1.3057202,96193.46,0
"2020-10-28 06:00:00",1,257.8591,174,0,0,91.06313,2.0390503,2.1927783,96269.3,0
"2020-10-28 12:00:00",1,256.68774,172.46008,0,0,93.22684,3.0892065,2.528645,96005.84,0
"2020-10-28 18:00:00",1,264.014,187,230,0,94.42805,4.415681,1.794309,95671.24,36
