"forecast.date","ensembles","tmp2m","dlwrfsfc","dswrfsfc","pratesfc","rh2m","vgrd10m","ugrd10m","pressfc","tcdcclm"
"2020-09-30 18:00:00",1,282.48526,9.999e+20,9.999e+20,46291666666666664,76.514046,-4.096023,4.673743,94294.62,9.999e+20
"2020-10-01 00:00:00",1,280.24792,298,178,2.31481481481481e-05,83.23016,-1.5106006,2.850825,94634.68,80
"2020-10-01 06:00:00",1,278.76227,270,0,1.38888888888889e-05,96.03464,-1.9899218,2.6710644,94855.06,59
"2020-10-01 12:00:00",1,277.5251,306,0,6.48148148148148e-05,95.16615,-4.1077075,-1.3681469,95337.51,93
"2020-10-01 18:00:00",1,277.72394,316.52435,170,1.85185185185185e-05,75.82439,-4.403662,0.9407739,95788.47,96
"2020-10-02 00:00:00",1,275.3503,306,156,1.85185185185185e-05,76.36418,-3.2855077,1.2364649,96010.65,97
"2020-10-02 06:00:00",1,273.5017,282.6043,0,9.25925925925926e-06,87.786705,-2.1229174,1.1171142,96084.49,92
"2020-10-02 12:00:00",1,273.18713,292,0,3.24074074074074e-05,96.289314,-2.5771751,1.0104809,96135.46,97
"2020-10-02 18:00:00",1,278.2,274.19067,282,1.85185185185185e-05,60.375347,-1.1348828,0.8352759,96126.94,77
"2020-10-03 00:00:00",1,275.11395,303,171,2.31481481481481e-05,88.35354,-1.4164233,-0.65873533,96084.71,99
"2020-10-03 06:00:00",1,271.85068,261.07886,0,4.62962962962963e-06,94.32466,0.0132031245,-1.4245508,96159.4,95
"2020-10-03 12:00:00",1,271.1876,232,0,0,97.68619,0.4043408,-0.27612793,96146.7,51
"2020-10-03 18:00:00",1,280.09213,245,347,0,49.254585,-0.117883295,1.3671728,96146.68,23
"2020-10-04 00:00:00",1,275.4317,288.19067,203,4.62962962962963e-06,71.096275,-1.6948804,-0.43782225,96115.18,91
"2020-10-04 06:00:00",1,272.59848,245,0,0,89.955956,-0.43115965,-1.091311,96166.56,75
"2020-10-04 12:00:00",1,271.4907,228.34833,0,0,95.364006,-1.0640942,-0.4536084,96257.78,14
"2020-10-04 18:00:00",1,283.85373,239,383,0,43.41984,0.08226074,-0.70721436,96302.4,16
"2020-10-05 00:00:00",1,276.7501,278,268,0,69.322075,1.9287182,-1.4712353,96249.27,62
"2020-10-05 06:00:00",1,274.5941,238.1163,0,0,84.978485,2.9990747,-0.12661377,96264.54,15
"2020-10-05 12:00:00",1,274.73007,238.92017,0,0,79.20492,4.042839,0.83712155,96068.27,27
"2020-10-05 18:00:00",1,285.36984,260,375,0,45.693813,6.8073096,0.64696777,95558.836,18
"2020-10-06 00:00:00",1,284.00003,291,320,4.62962962962963e-06,68.87429,6.120371,1.812473,95032.8,25
"2020-10-06 06:00:00",1,284.2762,318,0,0,85.5216,5.1532297,2.4544873,94716.72,89
"2020-10-06 12:00:00",1,283.64322,326,0,0,96.59718,-1.0881982,3.2327368,94717.625,98
"2020-10-06 18:00:00",1,287.373,310,323,0,53.522774,-4.148982,3.217063,95010.836,74
"2020-10-07 00:00:00",1,282.45215,279.40515,319,0,66.9353,-0.106743164,1.5342505,95128.02,10
"2020-10-07 06:00:00",1,282.34167,281,0,0,63.0845,2.6502051,2.7727416,94929.305,41
"2020-10-07 12:00:00",1,285.7056,347,0,9.25925925925926e-06,54.84441,2.7415283,6.177363,94540.37,100
