"forecast.date","ensembles","tmp2m","dlwrfsfc","dswrfsfc","pratesfc","rh2m","vgrd10m","ugrd10m","pressfc","tcdcclm"
"2020-11-04 18:00:00",1,295.61285,9.999e+20,9.999e+20,46291666666666664,62.010723,-2.74344,-4.04208,102143.44,9.999e+20
"2020-11-05 00:00:00",1,292.026,383.92825,57,4.62962962962963e-06,79.47134,-1.9663061,-2.0818114,102107.586,75
"2020-11-05 06:00:00",1,290.94418,345,0,9.25925925925926e-06,90.44752,-1.6545336,-1.4116162,102064.84,14
"2020-11-05 12:00:00",1,291.65924,377,0,2.31481481481481e-05,93.21706,-2.2036498,-1.7848535,101923.914,60
"2020-11-05 18:00:00",1,300.72034,363.53992,480,1.38888888888889e-05,51.26319,-1.5316601,-3.9985008,101710.93,5
"2020-11-06 00:00:00",1,294.80975,382,249,2.73148148148148e-05,77.26577,-1.5818603,-2.5653052,101670.875,45
"2020-11-06 06:00:00",1,292.6507,359.02197,0,0,94.02129,-1.9263965,-1.3497998,101580.56,86
"2020-11-06 12:00:00",1,292.46213,356.01654,0,0,94.75445,-2.3293848,-1.6266845,101462.016,73
"2020-11-06 18:00:00",1,300.47635,389,370,1.38888888888889e-05,56.249603,-1.1499268,-4.097107,101324.89,91
"2020-11-07 00:00:00",1,295.63605,393,221,0,77.82073,-2.0318482,-2.869044,101326.4,100
"2020-11-07 06:00:00",1,294.87827,373,0,0,84.65765,-1.4487158,-3.1027746,101297.86,100
"2020-11-07 12:00:00",1,294.40164,369,0,9.25925925925926e-06,88.756615,-1.8636426,-3.08323,101280.85,58
"2020-11-07 18:00:00",1,300.39688,380.2704,470,3.24074074074074e-05,60.141674,-1.2262024,-5.9847803,101265.53,23
"2020-11-08 00:00:00",1,295.8236,386,257,4.62962962962963e-06,77.92288,-1.2916821,-3.5834105,101264,82
"2020-11-08 06:00:00",1,294.69104,371,0,9.25925925925926e-06,85.67602,-1.8290771,-3.002483,101175.96,74
"2020-11-08 12:00:00",1,294.61594,379,0,2.31481481481481e-05,88.96128,-2.4576635,-3.4654515,101186,100
"2020-11-08 18:00:00",1,301.20844,385,460,3.24074074074074e-05,57.044308,-0.8552978,-6.073982,101139.17,19
"2020-11-09 00:00:00",1,296.30914,388,276,1.38888888888889e-05,77.29044,-1.6112353,-3.7026904,101230.76,31
"2020-11-09 06:00:00",1,295.60123,377,0,4.62962962962963e-06,82.555435,-2.2253954,-3.1318994,101093.1,13
"2020-11-09 12:00:00",1,295.72977,371.21356,0,4.62962962962963e-06,79.638626,-2.7489452,-3.8012938,101057.52,1
