"forecast.date","ensembles","tmp2m","dlwrfsfc","dswrfsfc","pratesfc","rh2m","vgrd10m","ugrd10m","spfh2m","pressfc","tcdcclm"
"2020-04-13 12:00:00",1,258.30002,9.999e+20,9.999e+20,9.999e+20,99.9,0.83,-0.11,0.00113,96188.63,9.999e+20
"2020-04-13 18:00:00",1,269.80002,253,59,2.3e-05,95,-0.35999998,1.38,0.0029199999,96287.74,95
"2020-04-14 00:00:00",1,271.30002,274,366,2.7e-05,94.1,-0.63,3.46,0.00323,96732.58,100
"2020-04-14 06:00:00",1,263.30002,266,157,1.9e-05,98.200005,1.48,1.64,0.00183,97207.555,94
"2020-04-14 12:00:00",1,261.5,224,0,3e-06,96,0.96,1.28,0.00145,97527.24,59
"2020-04-14 18:00:00",1,265.9,223,87,0,87.8,0.59,-1.25,0.00194,97632.016,41
"2020-04-15 00:00:00",1,272,217,487,0,90.200005,-1.68,-3.1399999,0.00324,97372.06,37
"2020-04-15 06:00:00",1,270.30002,242,200,0,86.1,2.36,-1.28,0.00274,96950.3,73
"2020-04-15 12:00:00",1,274.1,281,0,4.1e-05,84,5.44,2.24,0.00354,96813.266,84
"2020-04-15 18:00:00",1,274.1,278,74,9e-06,87.6,3.6399999,0.68,0.0036799998,96719.74,81
"2020-04-16 00:00:00",1,274.5,265,407,6e-06,99.9,0.57,-0.14999999,0.00434,96445.086,89
"2020-04-16 06:00:00",1,274.9,296,156,7.2e-05,99.3,1.67,0.78999996,0.00446,96130.305,85
"2020-04-16 12:00:00",1,274.30002,307,0,0.00011,95.6,0.04,2,0.0041199997,96109.836,97
"2020-04-16 18:00:00",1,273.4,305,49,0.000131,99.700005,0.04,2.33,0.00404,96305.89,99
"2020-04-17 00:00:00",1,273.5,305,329,3.4e-05,100,1.14,1.52,0.00404,96572.336,94
"2020-04-17 06:00:00",1,271.1,271,177,2e-06,87.3,3.05,0.82,0.0029499999,96523.36,52
"2020-04-17 12:00:00",1,273,257,0,1.6e-05,89.6,3.23,2.37,0.0034899998,96504.95,59
"2020-04-17 18:00:00",1,273.4,292,67,3.6e-05,91.700005,2.1299999,2.18,0.00369,96388.94,95
"2020-04-18 00:00:00",1,273.5,261,454,0,100,-1.8299999,-0.29,0.00403,96306.92,66
"2020-04-18 06:00:00",1,269.5,279,187,1e-05,97.1,-1.89,-2.27,0.0029199999,96139.98,87
"2020-04-18 12:00:00",1,267.30002,269,0,3.1e-05,95.3,-1.4,-2.3899999,0.00241,95815.63,92
"2020-04-18 18:00:00",1,269.5,277,65,5.1e-05,95.6,-2.36,-1.68,0.00293,95395.055,86
"2020-04-19 00:00:00",1,268.80002,288,284,0.00013,97.8,-2.8999999,-0.82,0.00284,95261.305,97
"2020-04-19 06:00:00",1,265.5,285,107,0.000147,97.4,-0.97999996,1.02,0.00214,95415.39,99
"2020-04-19 12:00:00",1,266.1,277,0,0.000117,96.5,0.77,1.8199999,0.00223,95766.34,99
"2020-04-19 18:00:00",1,269.7,282,60,0.000144,94.4,1.12,2.35,0.00289,95934.15,100
"2020-04-20 00:00:00",1,273.4,280,389,5e-05,96.4,0.69,2.8799999,0.00388,96105.31,93
"2020-04-20 06:00:00",1,266.1,256,224,1e-05,99.200005,-0.14999999,1.24,0.00233,96154.53,61
"2020-04-20 12:00:00",1,264.4,274,0,8.3e-05,96.700005,-2.1599998,2.62,0.0018999999,96407.14,92
"2020-04-20 18:00:00",1,262.1,254,77,6.9e-05,95.5,-1.64,1.91,0.00153,96462.94,98
"2020-04-21 00:00:00",1,261.72998,234,451,2.7e-05,93.1,-1.28,1.76,0.00145,96487.086,97
"2020-04-21 06:00:00",1,255.1,212,238,6e-06,99.200005,0.16,1.49,0.00081999996,96500.12,90
"2020-04-21 12:00:00",1,249.2,186,0,1e-06,99.9,1.17,1.63,0.00045,96570.02,59
"2020-04-21 18:00:00",1,260.4,164,127,0,82.8,1.75,0.85999995,0.00114,96962.98,2
"2020-04-22 00:00:00",1,266.30002,181,558,0,81.4,-0.97999996,1.03,0.0018699999,96987.33,2
"2020-04-22 06:00:00",1,251.5,185,281,0,100,-0.17,1.52,0.00057,97165.336,1
